CODE,DESCRIPTION,UNIT,QUANTITY,CATEGORY
F1610055,GOMA WAKAME SALAD ΚΤΨ (1KG) DARUMA,Kilogram,8.000 ,F161 FROZEN VEGETABLES
F1610165,ΑΡΑΚΑΣ ΚΤΨ ΜΠΑΡΜΠΑΣΤΑΘΗΣ (1KG),Packet,2.000 ,F161 FROZEN VEGETABLES
F1610174,ΓΛΥΚΟΠΑΤΑΤΑ ΚΤΨ MCCAIN (2.5KG),Kilogram,20.000 ,F161 FROZEN VEGETABLES
F16100223,ΜΑΥΡΗ ΤΡΟΥΦΑ ΚΤΨ EXTRA ΠΟΙΟΤΗΤΑ FOREST GARDEN,Kilogram,0.999 ,F161 FROZEN VEGETABLES
F1610077,ΠΑΤΑΤΑ ΚΤΨ ΚΡΕΜΜΥΔΙ / PAILLASSON (ORIGINAL CHOICE) MCCAIN,Kilogram,18.000 ,F161 FROZEN VEGETABLES
F1610175,ΦΑΣΟΛΑΚΙΑ ΚΤΨ ΣΤΡΟΓΓΥΛΑ ΜΠΑΡΜΠΑΣΤΑΘΗΣ (1KG),Packet,3.000 ,F161 FROZEN VEGETABLES
F1620212,DONUTS MINI ΚΤΨ HAPPY RING ΡΟΖ ΖΕΩ (60*15-18G),Piece,120.000 ,F162 FROZEN BAKED GOODS
F1620209,DONUTS MINI ΚΤΨ HAPPY RING ΣΟΚΟΛΑΤΑ ΖΕΩ (60*15-18G),Piece,120.000 ,F162 FROZEN BAKED GOODS
F13101046,DONUTS MINI ΚΤΨ ΜΠΕΝΙΕ (BEGNIET) ΚΟΚΚΙΝΑ ΦΡΟΥΤΑ BAKE HELLAS (105*25G),Piece,210.000 ,F162 FROZEN BAKED GOODS
F16200895,DONUTS ΚΤΨ COOKIES ΜΕ ΚΡΕΜΑ ΡΟΔΟΥΛΑ (36*75G),Box,2.000 ,F162 FROZEN BAKED GOODS
F16200896,DONUTS ΚΤΨ ΦΡΑΟΥΛΑ ΡΟΔΟΥΛΑ (36*70G),Box,1.000 ,F162 FROZEN BAKED GOODS
F1620397,PANINIZEO ΚΤΨ BURGER BOY ΖΕΩ (30*90G),Piece,30.000 ,F162 FROZEN BAKED GOODS
F16201109,PATATU BUN ΚΤΨ ΖΕΩ (48*80G),Piece,96.000 ,F162 FROZEN BAKED GOODS
F14200385,PINSA ΚΤΨ ROMANA ΣΤΡΟΓΓΥΛΗ Φ25 (15*200G),Piece,60.000 ,F162 FROZEN BAKED GOODS
F13001929,ΒΑΣΗ ΠΙΤΣΑΣ ΚΤΨ NAPOLETANA 30CM ΖΕΩ (10*350G),Piece,30.000 ,F162 FROZEN BAKED GOODS
F16201144,ΒΑΣΗ ΠΙΤΣΑΣ ΚΤΨ ΜΑΡΓΑΡΙΤΑ 25CM ΖΕΩ (10*350G),Piece,30.000 ,F162 FROZEN BAKED GOODS
F16200582,ΒΑΦΛΑ MINI ΚΤΨ ΛΙΕΓΗΣ ΡΟΔΟΥΛΑ (64*35G),Box,2.000 ,F162 FROZEN BAKED GOODS
F16200828,ΚΑΛΤΣΟΥΝΙ ΚΤΨ ΛΥΧΝΑΡΑΚΙ 65G (ΜΥΖΗΘΡΑ-ΑΝΘΟΤΥΡΟ) ΡΟΔΟΥΛΑ (6KG),Box,1.000 ,F162 FROZEN BAKED GOODS
F1620258,ΜΠΑΓΓΕΤΑ ΜΑΣΣΑΛΙΑΣ ΚΤΨ FIRST CLASS (370G),Piece,30.000 ,F162 FROZEN BAKED GOODS
F16201167,ΜΠΑΓΚΕΤΑ ΚΤΨ CHAMPAGNE BLANC Κ556 ΖΕΩ (25*360G),Piece,25.000 ,F162 FROZEN BAKED GOODS
F16201168,ΜΠΑΓΚΕΤΑ ΚΤΨ ΜΠΡΕΤΣΕΛ K099 ΖΕΩ (35*125G),Piece,35.000 ,F162 FROZEN BAKED GOODS
F1620008,ΠΙΤΑ ΕΛΛΗΝΙΚΗ ΚΤΨ 10CM SELECT (320TEM),Piece,320.000 ,F162 FROZEN BAKED GOODS
F1620013,ΦΟΡΜΑ ΤΟΣΤ ΚΤΨ ΛΕΥΚΟ SELECT (5*860G),Packet,30.000 ,F162 FROZEN BAKED GOODS
F1620238,ΦΟΡΜΑ ΤΟΣΤ ΚΤΨ ΛΕΥΚΟ ΓΙΓΑΣ SELECT (1ΚG) (9),Kilogram,15.000 ,F162 FROZEN BAKED GOODS
F1620014,ΦΟΡΜΑ ΤΟΣΤ ΚΤΨ ΜΑΥΡΟ SELECT (12*860G),Packet,15.000 ,F162 FROZEN BAKED GOODS
F1620494,ΦΥΛΛΑ ΖΥΜΗΣ ΚΤΨ BRICK JR LA TUNISIENNE RAYDA (10*170G),Packet,10.000 ,F162 FROZEN BAKED GOODS
F1620391,ΨΩΜΙ BRIOCHE ΚΤΨ ΖΕΩ (100*30G),Piece,200.000 ,F162 FROZEN BAKED GOODS
F1620412,ΨΩΜΙ ΚΤΨ BAGEL ΖΕΩ (40*90G),Piece,40.000 ,F162 FROZEN BAKED GOODS
F14100604,ΨΩΜΙ ΚΤΨ FOCACCIA 60*40CM ΖΕΩ (5*1800G),Box,1.000 ,F162 FROZEN BAKED GOODS
F16300107,ΖΥΜΑΡΙΚΑ ΚΤΨ ΧΕΙΡΟΠΟΙΗΤΑ ΠΙΛΜΕΝΙ ΜΕ ΚΙΜΑ ΜΟΣΧΟΥ CANUTI,Kilogram,8.000 ,F163 FROZEN PASTA
F1640203,ΠΑΓΩΤΟ ΒΑΝΙΛΙΑ CHOCOCREAM COOKIES KAYAK (3KG),Kilogram,6.000 ,F164 ICE CREAM
F1640307,ΠΑΓΩΤΟ ΒΑΝΙΛΙΑ KAYAK (3KG),Kilogram,7.440 ,F164 ICE CREAM
F1640432,ΠΑΓΩΤΟ ΒΑΝΙΛΙΑ ΔΕΛΤΑ (5L),Container,2.000 ,F164 ICE CREAM
F16400792,ΠΑΓΩΤΟ ΓΡΑΝΙΤΑ PIRULO COOL ΦΡΑΟΥΛΑ FRONERI (24*99ML),Box,1.000 ,F164 ICE CREAM
F16400650,ΠΑΓΩΤΟ ΚΑΡΑΜΕΛΑ ΔΕΛΤΑ (5L),Container,1.000 ,F164 ICE CREAM
F16400651,ΠΑΓΩΤΟ ΜΠΑΝΑΝΑ ΔΕΛΤΑ (5L),Container,1.000 ,F164 ICE CREAM
F1640237,ΠΑΓΩΤΟ ΣΟΚΟΛΑΤΑ KAYAK (3KG),Kilogram,6.000 ,F164 ICE CREAM
F1640430,ΠΑΓΩΤΟ ΣΟΚΟΛΑΤΑ ΔΕΛΤΑ (5L),Container,2.000 ,F164 ICE CREAM
F1640359,ΠΑΓΩΤΟ ΦΡΑΟΥΛΑ KAYAK (3KG),Kilogram,6.000 ,F164 ICE CREAM
F1640429,ΠΑΓΩΤΟ ΦΡΑΟΥΛΑ ΔΕΛΤΑ (5L),Container,2.000 ,F164 ICE CREAM
F17200380,ΑΡΝΙΣΙΑ ΚΟΚΚΑΛΑ ΟΣΤΑ ΚΤΨ VESTA FOODS,Kilogram,200.620 ,F170 FROZEN MEAT
F17000807,ΑΡΝΙΣΙΑ ΠΑΪΔΑΚΙΑ ΚΤΨ Μ/Ο ΓΑΛΛΙΚΗΣ ΚΟΠΗΣ ΝΕΑΣ ΖΗΛΑΝΔΙΑΣ SILVER FERN FARMS,Kilogram,19.780 ,F170 FROZEN MEAT
F1700052,ΑΡΝΙΣΙΑ ΧΕΡΑΚΙΑ ΓΑΛΑΚΤΟΣ ΚΤΨ M/O ΕΓΧΩΡΙΑ VESTA FOODS,Kilogram,126.040 ,F170 FROZEN MEAT
F1700180,ΜΟΣΧΟΥ ΓΑΛΑΚΤΟΣ ΓΛΥΚΑΔΙΑ ΚΤΨ (BEEF/VEAL SWEET BREADS),Kilogram,2.000 ,F170 FROZEN MEAT
F1700100,ΜΟΣΧΟΥ ΜΑΓΟΥΛΑ ΚΤΨ (BEEF CHEEKS),Kilogram,4.000 ,F170 FROZEN MEAT
F17000964,ΜΟΣΧΟΥ ΠΙΚΑΝΙΑ Α/Ο ΚΤΨ (PICANHA BONELESS) WAGYU A5 SET AKUNE GOLD,Kilogram,5.600 ,F170 FROZEN MEAT
F17000965,ΜΟΣΧΟΥ ΦΙΛΕΤΟ ΚΤΨ WAGYU A5 ΙΑΠΩΝΙΑΣ AKUNE GOLD,Kilogram,3.350 ,F170 FROZEN MEAT
F17000345,ΜΠΙΦΤΕΚΙ ΦΥΤΙΚΟ ΚΤΨ ESTI (ΣΥΣΚΕΥΑΣΙΑ 2ΤΜΧ) ΥΦΑΝΤΗΣ (110G),Packet,12.000 ,F170 FROZEN MEAT
F17000559,ΧΟΙΡΙΝΟ ΚΤΨ SECRETO IBERICO Α/Ο JOSELITO,Kilogram,3.000 ,F170 FROZEN MEAT
F1710101,ΚΟΤΟΠΟΥΛΟ ΚΤΨ ΚΟΚΚΑΛΑ ΟΣΤΑ ΚΑΡΚΑΣΕΣ ΝΙΤΣΙΑΚΟΣ,Kilogram,10.000 ,F171 FROZEN POULTRY
F17100196,ΚΟΤΟΠΟΥΛΟ ΚΤΨ ΚΟΚΚΑΛΑ ΟΣΤΑ ΚΑΡΚΑΣΕΣ ΠΙΝΔΟΣ,Kilogram,150.950 ,F171 FROZEN POULTRY
F1710048,ΚΟΤΟΠΟΥΛΟ ΚΤΨ ΜΠΟΥΚΙΕΣ ΠΑΝΕ (ΚΑΘΑΡΟ ΦΙΛΕΤΟ),Kilogram,12.000 ,F171 FROZEN POULTRY
F1710049,ΚΟΤΟΠΟΥΛΟ ΚΤΨ ΜΠΟΥΚΙΕΣ ΠΑΝΕ (ΚΑΘΑΡΟ ΦΙΛΕΤΟ) HANA,Kilogram,24.000 ,F171 FROZEN POULTRY
F17100222,ΚΟΤΟΠΟΥΛΟ ΚΤΨ ΟΛΟΚΛΗΡΟ Μ/Ο - Μ/Δ (MINI - ΝΑΝΑΚΙ) ΓΑΛΛΙΑΣ ΙΟΡΔΑΝΗΣ ΠΑΠΑΔΟΠΟΥΛΟΣ (500-550G),Kilogram,20.250 ,F171 FROZEN POULTRY
F1710078,ΠΑΠΙΑ ΚΤΨ ΣΥΚΩΤΙ ΟΛΟΚΛΗΡΟ (FOIE GRAS) RESTAURATION ROUGIE (+500G),Kilogram,2.696 ,F171 FROZEN POULTRY
F17100373,ΠΑΠΙΑ ΣΥΚΩΤΙ ΚΤΨ ESCALOPE ROUGIE FOIE GRAS PALMILORD ΦΕΤΕΣ ROUGIE FRANCE (40/60G),Kilogram,6.000 ,F171 FROZEN POULTRY
F1720119,ΜΟΣΧΟΥ ΚΙΜΑΣ ΝΩΠΟΣ ΑΠΟ ΛΑΠΑ (80% ΜΟΣΧΑΡΙ ΓΑΛΛΙΑΣ  20% BLACK ANGUS),Kilogram,20.000 ,F172 FRESH MEAT
F1720018,ΜΟΣΧΟΥ ΚΙΜΑΣ ΝΩΠΟΣ ΑΠΟ ΛΑΠΑ (MINCEMEAT PLATE & FLANK),Kilogram,20.020 ,F172 FRESH MEAT
F17200456,ΜΟΣΧΟΥ ΚΟΚΚΑΛΑ ΝΩΠΑ,Kilogram,62.360 ,F172 FRESH MEAT
F17200482,ΜΟΣΧΟΥ ΚΟΚΚΑΛΑ ΝΩΠΑ ΜΕ ΚΡΕΑΣ (ΓΙΑ ΖΩΜΟ) ΙΟΡΔΑΝΗΣ ΠΑΠΑΔΟΠΟΥΛΟΣ,Kilogram,83.100 ,F172 FRESH MEAT
F1720076,ΜΟΣΧΟΥ ΟΥΡΑ ΝΩΠΗ Μ/Ο,Kilogram,20.440 ,F172 FRESH MEAT
F17200363,ΜΟΣΧΟΥ ΣΠΑΛΟΜΠΡΙΖΟΛΑ ΝΩΠΗ ΜΑΤΙ Α/Ο (RIB EYE BONELESS) ΟΥΡΟΥΓΟΥΑΗΣ,Kilogram,14.000 ,F172 FRESH MEAT
F17200515,ΜΟΣΧΟΥ ΦΙΛΕΤΟ ΚΟΝΤΡΑ ΝΩΠΟ STRIPLOIN WAGYU A5 ΙΑΠΩΝΙΑΣ BMS 8 OZAKI MIYAZAKI,Kilogram,1.480 ,F172 FRESH MEAT
F17200488,ΜΟΣΧΟΥ ΧΤΕΝΙ ΝΩΠΟ Α/Ο ΓΑΛΛΙΑΣ,Kilogram,6.910 ,F172 FRESH MEAT
F1730013,ΚΟΤΟΠΟΥΛΟ ΚΟΚΚΑΛΑ - ΟΣΤΑ - ΚΑΡΚΑΣΕΣ ΝΩΠΑ,Kilogram,52.435 ,F173 FRESH POULTRY
F1730041,ΚΟΤΟΠΟΥΛΟ ΝΩΠΟ ΟΛΟΚΛΗΡΟ ΒΙΟΛΟΓΙΚΟ Μ/Ο - Μ/Δ (+1300G),Kilogram,23.450 ,F173 FRESH POULTRY
F1730018,ΚΟΤΟΠΟΥΛΟ ΝΩΠΟ ΟΛΟΚΛΗΡΟ ΕΛΕΥΘΕΡΑΣ ΒΟΣΚΗΣ Μ/Ο - Μ/Δ (+1300G),Kilogram,41.660 ,F173 FRESH POULTRY
F1730001,ΚΟΤΟΠΟΥΛΟ ΦΙΛΕΤΟ ΝΩΠΟ ΣΤΗΘΟΣ Α/Ο Α/Δ,Kilogram,56.320 ,F173 FRESH POULTRY
F1720139,ΜΟΣΧΟΥ ΚΙΜΑΣ ΝΩΠΟΣ ΑΠΟ ΛΑΠΑ (MINCEMEAT PLATE & FLANK) BLACK ANGUS ΑΜΕΡΙΚΗΣ,Kilogram,20.000 ,F174 FRESH PREMIUM MEAT
F1720265,ΜΟΣΧΟΥ ΦΙΛΕΤΟ ΝΩΠΟ ΧΩΡΙΣ ΠΑΡΑΦΙΛΕΤΟ (FILET & TENDERLOIN CHAIN OFF) BLACK ANGUS ΟΥΡΟΥΓΟΥΑΗΣ,Kilogram,54.440 ,F174 FRESH PREMIUM MEAT
F18000725,ΑΣΤΑΚΟΣ ΚΤΨ ΟΥΡΑ & ΔΑΓΚΑΝΕΣ ΑΠΟΦΛ. FAO27 5DO (150-170G),Piece,100.000 ,F180 FROZEN SEAFOOD
F18000907,ΓΑΡΙΔΑ ΚΤΨ BLACK TIGER 16/20 TAIL ON (ΑΠΟΦΛΟΙΩΜΕΝΗ) (PENAEUS MONODON) ΥΔΑΤΟΚΑΛΛΙΕΡΓΕΙΑΣ FORSTAR ΙΝΔΟΝΗΣΙΑ/ΜΠΑΝΓΚΛΑΝΤΕΣ,Kilogram,20.000 ,F180 FROZEN SEAFOOD
F18001156,ΓΑΡΙΔΑ ΚΤΨ ΚΟΚΚΙΝΗ ΚΟΙΛΑΔΟΣ ΜΕΓΑΛΟΥ ΜΕΓΕΘΟΥΣ HEAD ON - TAIL ON (PENAEUS MONODON) ΑΦΟΙ ΛΑΣΚΑΡΑΤΟΥ FAO 37,Kilogram,16.000 ,F180 FROZEN SEAFOOD
F18001336,"ΚΑΒΟΥΡΟΠΟΔΑΡΑ ΚΤΨ KING CRAB 1100+ ΡΩΣΙΑΣ (MAJA SP., PORTUNUS SP.) GOLDEN FAO 27 (4L)",Kilogram,20.000 ,F180 FROZEN SEAFOOD
F1800037,ΚΑΛΑΜΑΡΙ ΚΤΨ U10 ΦΟΡΜΟΖΗΣ (LOLIGO CHINENSIS)  FAO 61 TONG PAO,Kilogram,72.000 ,F180 FROZEN SEAFOOD
F18000500,ΚΑΛΑΜΑΡΙ ΚΤΨ ΟΛΟΚΛΗΡΟ ΜΑΡΟΚΟΥ 0% (LOLIGO VULGARIS) ONDAMAR AGADIR-MAROC FAO 34 (800-1000G),Kilogram,60.000 ,F180 FROZEN SEAFOOD
F18001623,ΤΟΝΟΣ ΚΤΨ BLUEFIN CHUTORO CARPACCIO JAPAN GRADE SUPERFROZEN ARROM (6KG),Kilogram,3.034 ,F180 FROZEN SEAFOOD
F1800052,ΧΤΑΠΟΔΙ ΚΤΨ Τ3 2/3 ΜΑΡΟΚΟΥ (OCTAPUS VULGARIS) FAO 34,Kilogram,61.590 ,F180 FROZEN SEAFOOD
F1800309,ΨΑΡΟΚΡΟΚΕΤΕΣ ΚΤΨ FISH STICKS  FAO27 (450G) CAPTAIN IGLO,Packet,20.000 ,F180 FROZEN SEAFOOD
F1810108,ΑΧΙΒΑΔΑ ΦΡΕΣΚΙΑ ΟΛΟΚΛΗΡΗ ΖΩΝΤΑΝΗ (VENUS VERRUCOSA) MEGA OSTRAKON FAO 37,Kilogram,2.000 ,F181 FRESH SEAFOOD
F1810069,ΓΑΡΙΔΑ ΝΩΠΗ Α,Kilogram,6.250 ,F181 FRESH SEAFOOD
F18100272,ΚΑΡΑΒΙΔΑ ΝΩΠΗ ΙΧΘΥΟΣΚΑΛΑ (NEPHROPS NORVEGICUS) ΑΑ 7/9 FAO 37,Kilogram,123.300 ,F181 FRESH SEAFOOD
F18100273,ΚΑΡΑΒΙΔΑ ΝΩΠΗ ΙΧΘΥΟΣΚΑΛΑ (NEPHROPS NORVEGICUS) ΑΒ 10/12 FAO 37,Kilogram,21.450 ,F181 FRESH SEAFOOD
F18100274,ΚΑΡΑΒΙΔΑ ΝΩΠΗ ΙΧΘΥΟΣΚΑΛΑ (NEPHROPS NORVEGICUS) ΒΑ 15/20 FAO 37,Kilogram,6.850 ,F181 FRESH SEAFOOD
F1810005,ΚΥΔΩΝΙΑ ΦΡΕΣΚΑ (VENUS VERRUCOSA) MEGA OSTRAKON FAO 37,Kilogram,3.000 ,F181 FRESH SEAFOOD
F1810137,ΜΥΔΙΑ ΝΩΠΑ ΜΕ ΚΕΛΥΦΟΣ ΚΑΘΑΡΙΣΜΕΝΑ ΙΧΘΥΟΣΚΑΛΑ (MYTILUS GALLOPROVINCIALIS) FAO 37,Kilogram,3.000 ,F181 FRESH SEAFOOD
F18100200,ΣΤΡΕΙΔΙΑ ΦΡΕΣΚΑ Νο2 (1012PCS/KG) MEGA OSTRAKON FAO 27,Kilogram,3.000 ,F181 FRESH SEAFOOD
F1810109,ΧΤΕΝΙΑ ΦΡΕΣΚΑ (SCALLOPS) BLACK PEARL ΑΜΕΡΙΚΗΣ,Kilogram,6.000 ,F181 FRESH SEAFOOD
F18200288,ΑΝΤΖΟΥΓΙΑ ΦΙΛΕΤΟ ΙΣΠΑΝΙΑΣ ΣΕ ΕΛΑΙΟΛΑΔΟ (450G) ΟΡΤΙΖ,Jar,3.000 ,F182 SMOKED & BRINED SEAFOOD
F18200367,ΑΝΤΖΟΥΓΙΕΣ ΦΙΛΕΤΟ ΣΕ ΛΑΔΙ HELLAS MEZE (1.8KG),CAN,1.000 ,F182 SMOKED & BRINED SEAFOOD
F18200327,ΤΟΝΟΣ ΤΕΜΑΧΙΣΜΕΝΟΣ ΣΕ ΗΛΙΕΛΑΙΟ DEMETRA (1KG),CAN,5.000 ,F182 SMOKED & BRINED SEAFOOD
F18300132,KIMCHI ΚΤΨ WANG (410G),Packet,4.000 ,F183 ASIAN FROZEN FOOD
F1830036,ΦΑΣΟΛΙΑ ΣΟΓΙΑΣ ΚΤΨ (EDAMAME GREEN BLANCED PEELED) GLOBE GOURMET (500G),Packet,6.000 ,F183 ASIAN FROZEN FOOD
F1510176,ΦΥΚΙΑ TOSAKA ΚΤΨ NORI GREEN,Kilogram,1.000 ,F183 ASIAN FROZEN FOOD
F18300152,ΦΥΛΛΑ WONTON ΚΤΨ 110MM HAPPY BELLY (30*300G),Packet,60.000 ,F183 ASIAN FROZEN FOOD
F1810017,ΓΑΥΡΟΣ ΝΩΠΟΣ ΕΛΛΗΝΙΚΟΣ (ENGRAULIS ENCRASICOLUS) FAO 37,Kilogram,2.000 ,F184 FRESH FISH
F18100245,ΓΛΩΣΣΕΣ ΝΩΠΕΣ (SOLEA SOLEA) ΓΑΛΛΙΑΣ FAO 27,Kilogram,3.400 ,F184 FRESH FISH
F1810049,ΓΛΩΣΣΕΣ ΝΩΠΕΣ (SOLEA VULGARIS) FAO 37,Kilogram,8.800 ,F184 FRESH FISH
F1810162,ΛΑΒΡΑΚΙΑ ΝΩΠΑ ΙΧΘΥΟΤΡΟΦΕΙΟΥ 1000/1500 (DICENTRARCHUS LABRAX) FAO 37,Kilogram,3.350 ,F184 FRESH FISH
F1810189,ΛΑΒΡΑΚΙΑ ΝΩΠΑ ΙΧΘΥΟΤΡΟΦΕΙΟΥ 1500/2000 (DICENTRARCHUS LABRAX) FAO 37,Kilogram,6.700 ,F184 FRESH FISH
F1810157,ΛΑΒΡΑΚΙΑ ΝΩΠΑ ΙΧΘΥΟΤΡΟΦΕΙΟΥ 2000/3000 (DICENTRARCHUS LABRAX) FAO 37,Kilogram,27.520 ,F184 FRESH FISH
F1810183,ΛΑΒΡΑΚΙΑ ΝΩΠΑ ΙΧΘΥΟΤΡΟΦΕΙΟΥ 400/600 (DICENTRARCHUS LABRAX) FAO 37,Kilogram,30.500 ,F184 FRESH FISH
F1810052,ΜΑΓΙΑΤΙΚΟ ΝΩΠΟ ΙΧΘΥΟΣΚΑΛΑ (SERIOLA DUMERILI) FAO 37,Kilogram,29.200 ,F184 FRESH FISH
F1810035,ΜΥΛΟΚΟΠΙ ΝΩΠΟ ΙΧΘΥΟΤΡΟΦΕΙΟΥ (UMBRINA CIRROSA) FAO 37,Kilogram,6.500 ,F184 FRESH FISH
F18100238,ΜΥΛΟΚΟΠΙ ΝΩΠΟ ΙΧΘΥΟΤΡΟΦΕΙΟΥ 2000+ (ARGYROSOMUS REGIUS) FAO 37,Kilogram,21.800 ,F184 FRESH FISH
F18100206,ΣΟΛΟΜΟΣ ΝΩΠΟΣ ΦΙΛΕΤΟ Μ/Δ (SALMO SALAR) ΥΔΑΤΟΚΑΛΛΙΕΡΓΕΙΑΣ ΔΑΝΙΑ/ΝΟΡΒΗΓΙΑ,Kilogram,63.310 ,F184 FRESH FISH
F1810150,ΦΑΓΚΡΙΑ ΝΩΠΑ ΙΧΘΥΟΤΡΟΦΕΙΟΥ 400/600 (PAGRUS PAGRUS) FAO 37,Kilogram,5.400 ,F184 FRESH FISH
F1810024,ΨΑΡΙΑ ΝΩΠΑ ΒΡΑΣΤΑ ΕΛΛΗΝΙΚΑ (VARIOUS SPECIES) FAO 37,Kilogram,60.000 ,F184 FRESH FISH
F1820284,ΑΥΓΑ ΠΕΣΤΡΟΦΑΣ TROUT ROE (ONCORHYNCHUS MYKISS) (100G),Jar,12.000 ,F185 FISH ROE & CAVIAR
F1820121,ΑΥΓΟΤΑΡΑΧΟ ΜΕΣΟΛΟΓΓΙΟΥ ΤΡΙΜΜΑ TRIKALINOS (50G),Jar,1.000 ,F185 FISH ROE & CAVIAR
F18200345,ΧΑΒΙΑΡΙ KRISTAL (ACIPENSER SCHRENCKII X HUSO DAURICUS) KAVIARI (100G),CAN,4.000 ,F185 FISH ROE & CAVIAR
F18200397,ΧΑΒΙΑΡΙ OSCIETRE PRESTIGE KAVIARI (125G),CAN,4.000 ,F185 FISH ROE & CAVIAR
F18001211,ΣΟΛΟΜΟΣ ΚΤΨ ΚΑΠΝΙΣΤΟΣ SUPERIOR SLICED BY HAND (SALMO SALAR) ROYAL ΥΔΑΤΟΚΑΛΛΙΕΡΓΕΙΑΣ ΔΑΝΙΑ/ΝΟΡΒΗΓΙΑ,Kilogram,20.056 ,F186 FROZEN FISH
F2000035,ΚΑΦΕΣ ESPRESSO ILLY ΑΛΕΣΜΕΝΟΣ DECAFFEINE (250G),Container,3.000 ,F200 COFEE & CHOCOLATE
F2000004,ΚΑΦΕΣ ESPRESSO ILLY ΣΠΥΡΙ 3KG,Kilogram,11.000 ,F200 COFEE & CHOCOLATE
F2000032,ΚΑΦΕΣ NESCAFE ΧΥΜΑ (2.75KG),Packet,0.150 ,F200 COFEE & CHOCOLATE
F2000031,ΚΑΦΕΣ ΓΑΛΛΙΚΟΣ JACOBS KRONUNG,Kilogram,0.770 ,F200 COFEE & CHOCOLATE
F2000055,ΚΑΦΕΣ ΕΛΛΗΝΙΚΟΣ ΛΟΥΜΙΔΗ (500G),Packet,0.500 ,F200 COFEE & CHOCOLATE
F2000144,ΣΟΚΟΛΑΤΑ ΡΟΦΗΜΑ ΖΕΣΤΗ CHOCOLANELLE 1KG,Kilogram,0.504 ,F200 COFEE & CHOCOLATE
F2010058,ΤΣΑΙ LOOSE TEA PURE CAMOMILE (100G),Packet,0.600 ,F201 TEA
F2010192,ΤΣΑΙ ΤΟΥ ΒΟΥΝΟΥ (100G),Packet,0.100 ,F201 TEA
F2100122,ΠΡΑΣΙΝΟ ΤΣΑΙ ΜΕ ΡΟΔΙ MANGAJO (250ML),Bottles,5.000 ,F201 TEA
F2210064,ΝΕΡΟ ΣΟΥΡΩΤΗ ΑΝΘΡΑΚΟΥΧΟ ΦΥΣΙΚΟ ΜΕΤΑΛΛΙΚΟ ΦΙΑΛΗ ΜΙΑΣ ΧΡΗΣΕΩΣ (12*750ML),Bottles,72.000 ,F221 CARBONATED & AROMATIC WATER
F22200009,ΠΑΓΟΣ ΣΑΚΟΥΛΑ MASTERICE (5KG),Sack,16.000 ,F222 ICE
F2300006,ΧΥΜΟΣ APPLE PAGO (200ML),Bottles,8.000 ,F230 JUICE
F2300112,ΧΥΜΟΣ PEACH PAGO (200ML),Bottles,1.000 ,F230 JUICE
F23000356,ΧΥΜΟΣ YUZU UNSALTED YUZUYA SHIHOKU MEIJI (12*720ML),Bottles,2.000 ,F230 JUICE
F23000268,ΧΥΜΟΣ ΜΗΛΟ VIVA 12ΤΕΜ (1L),Carton,2.500 ,F230 JUICE
F24001566,ASTIR X ΜΑΤΙ FORTUNA CABERNET SAUVIGNON ΕΡΥΘΡΟ (750ML),Bottles,66.000 ,F240 RED WINE
F2400003,BOUTARI ΑΓΙΩΡΓΙΤΙΚΟ ΕΡΥΘΡΟ (750ML),Bottles,72.000 ,F240 RED WINE
F2400097,LA TOUR MELAS CYRUS ONE CABERNET FRANC - MERLOT ΕΡΥΘΡΟ (750ML),Bottles,6.000 ,F240 RED WINE
F24002167,SPAIN SANDEMAN ROYAL AMBROSANTE PEDRO XIMENEZ JEREZ DO SWEET (500ML),Bottles,1.000 ,F240 RED WINE
F2401088,ΑΠΕΛΙΑ XYMA ΕΡΥΘΡΟ (5L),Bottles,4.000 ,F240 RED WINE
F2410957,ΒΑΣΑΛΤΗ ΑΣΥΡΤΙΚΟ ΣΑΝΤΟΡΙΝΗΣ ΛΕΥΚΟ (750ML),Bottles,9.000 ,F241 WHITE WINE
F2410888,ΕΛΛΗΝΙΚΑ ΚΕΛΛΑΡΙΑ ΑΠΕΛΙΑ ΛΕΥΚΟ ΧΥΜΑ (5L),Liter,20.000 ,F241 WHITE WINE
F2411227,ΝΕΕΣ ΧΩΡΕΣ ΑΚΡΑΘΟΣ ΑΣΣΥΡΤΙΚΟ ΛΕΥΚΟ (750ML),Bottles,18.000 ,F241 WHITE WINE
F2411201,ΝΕΕΣ ΧΩΡΕΣ ΑΚΡΑΘΟΣ ΟΡΟΣ ΛΕΥΚΟ (750ML),Bottles,12.000 ,F241 WHITE WINE
F24300308,FRANCE VEUVE DE VERNAY BRUT ΑΦΡΩΔΗΣ ΛΕΥΚΟ (750ML),Bottles,8.000 ,F243 SPARKLING WINE
F2500040,BV LAND CHERRY BRANDY 20% (700ML),Bottles,0.210 ,F250 LIQUER
F25000329,LIQUEUR BRIOTTET DE KUMQUAT 18% (700ML),Bottles,1.000 ,F250 LIQUER
F25100491,NOILLY PRAT VERMOUTH (750ML),Bottles,4.000 ,F251 APERITIF
F25100466,SAKE ΙΑΠΩΝΙΚΟ ASAHI SHUZOU DASSAI 45 (300ML),Bottles,6.000 ,F251 APERITIF
F2510015,SANDEMAN PORTO ΕΡΥΘΡΟ (700ML),Bottles,7.000 ,F251 APERITIF
F1300252,MAPLE SYRUP AKTINA (5L),Container,1.000 ,F271 MIXERS & SWEETENERS
