CODE,DESCRIPTION,UNIT,QUANTITY,CATEGORY
F13003271,ΖΑΧΑΡΗ ΑΧΝΗ ΧΥΜΑ ROYMEL (10KG),Kilogram,6.100 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13004032,ΖΑΧΑΡΗ ΚΑΣΤΑΝΗ DRYFO (1KG),Kilogram,24.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001697,ΖΑΧΑΡΗ ΚΑΣΤΑΝΗ ΖΑΚΟΜΑ FARMER (1KG),Kilogram,10.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13004259,ΖΑΧΑΡΗ ΜΑΥΡΗ MOSCOVADO LOUIS FRANCOIS (1KG),Container,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1301103,ΖΕΛΑΤΙΝΗ ΣΚΟΝΗ 200 BLOOM LOUIS FRANCOIS (1KG),Kilogram,0.400 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1170261,ΖΕΛΕΣΠΕΣΑ SOSA (500G),Container,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13004238,ΘΗΚΕΣ CUPCAKE MINI LOVE PATTERNS PME (60 ΤΕΜ),Packet,6.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13004239,ΘΗΚΕΣ CUPCAKE MINI PRETTY SWEET PME (60 ΤΕΜ),Packet,6.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300027,ΙΝΔΟΚΑΡΥΔΟ DRYFO,Kilogram,5.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300345,ΚΑΚΑΟ VALRHONA POWDER VALHRONA (3KG),Kilogram,2.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300008,ΚΑΚΑΟ ΣΚΟΝΗ 20-22%,Kilogram,0.200 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001495,ΚΑΚΑΟ ΣΚΟΝΗ 22-24% ROUGE ULTIME COCOA POWDER BARRY (5KG),Packet,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13004240,ΚΑΣ ΚΑΣ ΓΑΛΑΖΙΟ SUGART (750G),Container,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13004241,ΚΑΣ ΚΑΣ ΡΟΖ SWEETBITE (220G),Container,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1301027,ΚΕΛΥΦΙΑ ΣΟΚΟΛΑΤΑΣ CHOCO DECOR TRUFFLE SHELLS DARK25 BARBARA LUICCKX (504 ΤΕΜ),Box,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1301028,ΚΕΛΥΦΙΑ ΣΟΚΟΛΑΤΑΣ CHOCO DECOR TRUFFLE SHELLS MILK25 BARBARA LUICCKX (504 ΤΕΜ),Box,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1301029,ΚΕΛΥΦΙΑ ΣΟΚΟΛΑΤΑΣ CHOCO DECOR TRUFFLE SHELLS WHITE25 BARBARA LUICCKX (504 ΤΕΜ),Box,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001435,ΚΟΚΚΙΝΑ ΦΡΟΥΤΑ ΤΟΥ ΔΑΣΟΥΣ ΛΥΟΦΙΛΟΠΟΙΗΜΕΝΑ ΚΟΜΜΑΤΑΚΙΑ BRIX (200G),Container,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300477,ΚΟΥΒΕΡΤΟΥΡΑ FEVES JIVARA LACTEE 40% VALHRONA,Kilogram,1.700 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300419,ΚΟΥΒΕΡΤΟΥΡΑ GUANAYA 70% VALHRONA,Kilogram,8.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300332,ΚΟΥΒΕΡΤΟΥΡΑ IVOIRE ΛΕΥΚΗ ΣΟΚΟΛΑΤΑ VALHRONA,Kilogram,6.300 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001518,ΚΟΥΒΕΡΤΟΥΡΑ VALRHONA CARAMELIA LACTEE FEVES ΓΑΛΑΚΤΟΣ 36%,Kilogram,1.200 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13003738,ΜΑΓΙΑ ΞΕΡΗ LESAFFRE,Kilogram,0.500 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300040,ΜΑΓΙΑ ΞΗΡΗ ΓΙΩΤΗΣ ΣΕΤ 3ΤΕΜ ΓΙΩΤΗΣ,Packet,3.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13002608,ΜΕΙΓΜΑ ΒΑΦΛΑΣ CARBON (2.27KG),Sack,5.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300187,ΜΕΙΓΜΑ ΚΕΪΚ ΒΑΒΚΑ BAKELS (15KG),Kilogram,15.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300186,ΜΕΙΓΜΑ ΚΕΪΚ ΣΟΚΟΛΑΤΑΣ R&H (25KG),Kilogram,25.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300268,ΜΠΕΙΚΙΝ ΠΑΟΥΝΤΕΡ ΧΥΜΑ DRYFO,Kilogram,0.500 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13003809,ΜΠΕΙΚΙΝ ΠΑΟΥΝΤΕΡ ΧΥΜΑ ROYMEL,Kilogram,3.500 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300915,ΜΠΕΙΚΙΝ ΠΑΟΥΝΤΕΡ ΧΩΡΙΣ ΓΛΟΥΤΕΝΗ CLAUS - PURAL (3*18G),Packet,12.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001693,ΜΠΙΣΚΟΤΑ ΔΙΑΚΟΣΜΗΤΙΚA ΑΡΚΟΥΔΑΚΙ ΚΩΝΡΟΛ (200*15G),Box,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300801,ΜΠΙΣΚΟΤΟ ΤΡΙΜΜΑ OREO (400G),Packet,12.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13002537,ΠΑΣΤΑ ΠΑΓΩΤΟΥ ΦΡΑΟΥΛΑ GELADIS (6KG),Container,0.400 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001554,ΠΑΣΤΑ ΦOYNTOYKI 100% DI GUSTO OF (3KG),Kilogram,3.800 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13003833,ΠΗΚΤΙΝΗ LOUIS FRANCOISE (1KG),Kilogram,5.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300053,ΠΗΚΤΙΝΗ NAPPAGE VALROHNA (1KG),Kilogram,1.100 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300961,ΠΡΑΛΙΝΑ ΚΡΕΜΑ ΛΕΥΚΗ ΜΕ ΓΕΥΣΗ ΒΟΥΤΥΡΟΥ ION NUCREMA (12KG),Kilogram,12.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001779,ΠΡΑΛΙΝΑ ΦΟΥΝΤΟΥΚΙΟΥ BISCOTTO SPECULOOS ION NUCREMA (5KG),Kilogram,5.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300709,ΠΡΑΛΙΝΑ ΦΟΥΝΤΟΥΚΙΟΥ NUTELLA FERRERO (5KG),Kilogram,6.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300483,ΠΡΑΛΙΝΑ ΦΟΥΝΤΟΥΚΙΟΥ ΓΙΑ ΚΡΟΥΑΣΑΝ 4% ION NUCREMA (12KG),Kilogram,12.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300260,ΠΡΑΛΙΝΑ ΦΟΥΝΤΟΥΚΙΟΥ ΜΕΡΕΝΤΑ ΠΑΥΛΙΔΗ (10KG),Kilogram,30.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001954,ΣΚΟΝΗ ΒΑΝΙΛΙΑ ΜΑΔΑΓΑΣΚΑΡΗΣ PROVA GOURMET (50G),Jar,1.100 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1301248,ΣΟΚΟΛΑΤΑ CARAIBES 66% VALHRONA (3KG),Kilogram,2.200 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001425,ΣΟΚΟΛΑΤΑ INSPIRATION YUZU FEVES VALHRONA (3KG),Kilogram,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001475,ΣΟΚΟΛΑΤΑ ΑΠΟΜΙΜΗΣΗ ΨΗΣΙΜΑΤΟΣ ΣΕ ΔΑΚΡΥΑ ΡΟΥΜΕΛ (1KG),Kilogram,7.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1301229,ΣΟΚΟΛΑΤΑ ΓΑΛΑΚΤΟΣ 03X5 BELCOLADE (15KG),Kilogram,17.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13004261,ΣΟΚΟΛΑΤΑ ΓΑΛΑΚΤΟΣ ΑΠΟΜΙΜΗΣΗ CHOCOA LUX,Kilogram,2.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1301080,ΣΟΚΟΛΑΤΑ ΛΕΥΚΗ BELCOLADE Χ605 (15KG),Kilogram,26.790 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13003905,ΣΟΚΟΛΑΤΑ ΛΕΥΚΗ ΑΠΟΜΙΜΗΣΗ CHOCOA LUX,Kilogram,2.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300295,"ΣΟΚΟΛΑΤΑ ΜΑΥΡΗ 60% MACONDO LUKER (2,5KG)",Packet,4.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300296,"ΣΟΚΟΛΑΤΑ ΜΑΥΡΗ 65% SANTANDER LUKER (2,5KG)",Packet,6.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1301038,ΣΟΚΟΛΑΤΑ ΥΓΕΙΑΣ BELCOLADE D600 (15KG),Kilogram,5.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13004262,ΣΟΚΟΛΑΤΑ ΥΓΕΙΑΣ ΑΠΟΜΙΜΗΣΗ CHOCOA LUX,Kilogram,2.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13002605,ΣΤΑΘΕΡΟΠΟΙΗΤΗΣ STAB 2000 LOUIS FRANCOIS (150G),Container,0.700 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001670,ΣΤΑΘΕΡΟΠΟΙΗΤΗΣ SUPER NEUTROSE (1KG),Container,0.500 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13003941,ΤΑΧΙΝΙ ΜΑΚΕΔΟΝΙΚΟ ΧΑΙΤΟΓΛΟΥ (3KG),Container,3.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1300086,ΤΡΟΥΦΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΧΡΩΜΑΤΙΣΤΗ DRYFO,Kilogram,1.500 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001663,ΦΥΛΛΑ ΚΙΘΑΡΑΣ PAVONI (500 ΤΕΜ),Packet,0.800 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13002567,ΧΛΩΡΙΟΥΧΟ ΑΣΒΕΣΤΙΟ TOUFOOD (600G),Container,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001651,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΒΟΥΤΥΡΟ ΚΑΚΑΟ ΑΣΠΡΟ PAVONI (200G),Bottles,4.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13003985,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΒΟΥΤΥΡΟ ΚΑΚΑΟ ΚΟΚΚΙΝΟ PAVONI ITALIA (200G),Bottles,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001618,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΒΟΥΤΥΡΟ ΚΑΚΑΟ ΛΑΧΑΝΙ PAVONI (200G),Bottles,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001653,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΒΟΥΤΥΡΟ ΚΑΚΑΟ ΜΑΥΡΟ (200G),Bottles,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13003986,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΒΟΥΤΥΡΟ ΚΑΚΑΟ ΜΠΛΕ PAVONI ITALIA (200G),Bottles,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13003987,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΒΟΥΤΥΡΟ ΚΑΚΑΟ ΜΩΒ PAVONI ITALIA (200G),Bottles,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001652,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΒΟΥΤΥΡΟ ΚΑΚΑΟ ΡΟΖ PAVONI (200G),Bottles,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001634,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΒΟΥΤΥΡΟ ΚΑΚΑΟ ΣΕ SPRAY ΚΑΦΕ ΣΚΟΥΡΟ VELLUTO (400ML),Container,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001635,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΒΟΥΤΥΡΟ ΚΑΚΑΟ ΣΕ SPRAY ΚΙΤΡΙΝΟ VELLUTO (400ML),Container,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001632,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΒΟΥΤΥΡΟ ΚΑΚΑΟ ΣΕ SPRAY ΚΟΚΚΙΝΟ VELLUTO (400ML),Container,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001636,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΒΟΥΤΥΡΟ ΚΑΚΑΟ ΣΕ SPRAY ΜΑΥΡΟ VELLUTO (400ML),Container,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13001633,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΒΟΥΤΥΡΟ ΚΑΚΑΟ ΣΕ SPRAY ΠΟΡΤΟΚΑΛΙ VELLUTO (400ML),Container,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13004188,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΛΙΠΟΔΙΑΛΥΤΟ ΥΓΡΟ ΚΙΤΡΙΝΟ PAVONI (180G),Bottles,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13004189,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΛΙΠΟΔΙΑΛΥΤΟ ΥΓΡΟ ΚΟΚΚΙΝΟ PAVONI (180G),Bottles,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13004190,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΛΙΠΟΔΙΑΛΥΤΟ ΥΓΡΟ ΜΑΥΡΟ PAVONI (180G),Bottles,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13004191,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΛΙΠΟΔΙΑΛΥΤΟ ΥΓΡΟ ΜΠΛΕ PAVONI (180G),Bottles,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13004192,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΛΙΠΟΔΙΑΛΥΤΟ ΥΓΡΟ ΠΡΑΣΙΝΟ PAVONI (180G),Bottles,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F1301189,ΧΡΩΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΣΚΟΝΗ ΧΡΥΣΟ MALLARD FERRIERE (30G),Piece,1.000 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13002581,ΧΡΩΜΑ ΜΑΥΡΟΣ ΑΝΘΡΑΚΑΣ TOUFOOD (500G),Container,0.600 ,F130 CONFECTIONERY & BAKING INGREDIENTS
F13101578,MUFFIN ΣΟΚΟΛΑΤΑ ΧΩΡΙΣ ΓΛΟΥΤΕΝΗ ΒΙΟ SCHNITZER (140G),Piece,8.000 ,F131 READY TO EAT SWEETS
F1310574,TOBLERONE (100G),Piece,60.000 ,F131 READY TO EAT SWEETS
F1180055,ΒΙΟΛΟΓΙΚΟ ΚΕΙΚ ΜΕ ΛΕΜΟΝΙ ΧΩΡΙΣ ΓΛΟΥΤΕΝΗ SCHAR (200G),Piece,5.000 ,F131 READY TO EAT SWEETS
F1310789,ΒΙΟΛΟΓΙΚΟ ΚΕΙΚ ΜΕ ΜΥΡΤΙΛΟ ΧΩΡΙΣ ΓΛΟΥΤΕΝΗ SCHNITZER (140G),Piece,8.000 ,F131 READY TO EAT SWEETS
F13101236,ΓΚΟΦΡΕΤΑΚΙΑ ΒΑΝΙΛΙΑ ΜΕ ΠΟΛΥΧΡΩΜΗ ΤΡΟΥΦΑ 7*3CM ΡΟΥΜΕΛΙΩΤΗΣ (200*15G),Box,2.000 ,F131 READY TO EAT SWEETS
F13101043,ΚΑΡΑΜΕΛΕΣ HEXAGON SMARTIES (38G),Packet,60.000 ,F131 READY TO EAT SWEETS
F1310539,ΚΟΥΦΕΤΑΚΙΑ ΠΟΛΥΧΡΩΜΑ RONDO BEBE ΧΥΜΑ ΧΑΤΖΗΓΙΑΝΝΑΚΗΣ,Kilogram,12.000 ,F131 READY TO EAT SWEETS
F13101623,ΜΑΣΤΙΧΑ ΥΠΟΒΡΥΧΙΟ ΑΦΟΙ ΧΑΙΤΟΓΛΟΥ (500G),Container,4.000 ,F131 READY TO EAT SWEETS
F13101624,ΜΑΣΤΙΧΑ ΥΠΟΒΡΥΧΙΟ ΣΑΡΑΝΤΗ (500G),Container,2.000 ,F131 READY TO EAT SWEETS
F13101569,ΜΠΙΣΚOΤΑ ORIGINAL LOTUS BISCOFF (10*250G),Packet,10.000 ,F131 READY TO EAT SWEETS
F1310444,ΜΠΙΣΚΟΤΑ DOUBLE COOKIES DOVE ΧΩΡΙΣ ΓΛΟΥΤΕΝΗ SCHAR (150G),Packet,7.000 ,F131 READY TO EAT SWEETS
F1310699,ΜΠΙΣΚΟΤΑ ΚΑΚΑΟ ΜΕ ΚΟΜΑΤΑΚΙΑ ΣΟΚΟΛΑΤΑΣ ΧΩΡΙΣ ΓΛΟΥΤΕΝΗ DR SCHAR (180G),Packet,5.000 ,F131 READY TO EAT SWEETS
F1400190,ΒΑΣΗ ΠΙΤΣΑΣ ΒΙΟΛΟΓΙΚΗ ΧΩΡΙΣ ΓΛΟΥΤΕΝΗ SCHNITZER (2ΤΜΧ*130G),Packet,2.000 ,F141 FRESH BAKED GOODS
F1400052,ΓΑΛΕΤΑ ΚΙΤΡΙΝΗ ΤΡΙΜΜΕΝΗ PROVIL,Kilogram,45.000 ,F141 FRESH BAKED GOODS
F14000888,ΝΤΑΚΑΚΙ ΧΑΡΟΥΠΙΟΥ ΚΡΗΤΩΝ ΑΡΤΟΣ (18*500G),Packet,12.000 ,F141 FRESH BAKED GOODS
F14000881,ΠΑΞΙΜΑΔΙΑ ΚΡΙΘΑΡΟΚΟΥΛΟΥΡΑ ΤΣΑΤΣΑΚΗΣ (14*600G),Packet,2.000 ,F141 FRESH BAKED GOODS
F14000987,ΠΑΞΙΜΑΔΙΑ ΚΥΘΗΡΩΝ ΤΣΑΤΣΑΚΗΣ (480G),Packet,12.000 ,F141 FRESH BAKED GOODS
F14000921,ΠΙΤΕΣ TORTILLAS ΚΑΛΑΜΠΟΚΙΟΥ 20CM FLAVOR FACTORY (8ΤΕΜ),Packet,49.000 ,F141 FRESH BAKED GOODS
F14000822,ΠΙΤΕΣ TORTILLAS ΚΑΛΑΜΠΟΚΙΟΥ 20CM POCO LOCO (8ΤΜΧ ),Packet,30.000 ,F141 FRESH BAKED GOODS
F14000699,ΠΙΤΕΣ VOLCANO 16CM GREEK PITA ΑΧΑΙΚΗ ΠΙΤΑ (10*100G),Packet,12.000 ,F141 FRESH BAKED GOODS
F1400658,ΦΟΡΜΑ MICHELEN BRIOCHE ΖΕΩ,Piece,6.000 ,F141 FRESH BAKED GOODS
F14100660,ΦΥΛΛΑ ΛΑΒΑΣ ΑΡΜΕΝΙΚΑ (LAVASH) 3TEM (500G),Packet,21.000 ,F141 FRESH BAKED GOODS
F1620323,ΨΩΜΙ BURGER ROYAL BRIOCHE FIRST CLASS (35*80G),Piece,140.000 ,F141 FRESH BAKED GOODS
F14000870,ΨΩΜΙ ΠΡΟΖΥΜΕΝΙΟ DARK ΣΕ ΦΕΤΕΣ ΖΕΩ (5*800G),Box,1.000 ,F141 FRESH BAKED GOODS
F14000872,ΨΩΜΙ ΠΡΟΖΥΜΕΝΙΟ HOLIDAY SEEDS ΖΕΩ (6*800G),Box,1.000 ,F141 FRESH BAKED GOODS
F14100803,ΨΩΜΙ ΠΡΟΖΥΜΕΝΙΟ ΙΣΙΟ ΣΕ ΦΕΤΕΣ ΧΩΡΙΣ ΜΑΓΙΑ FRESCO (2KG),Piece,11.000 ,F141 FRESH BAKED GOODS
F14000728,ΨΩΜΙ ΤΟΣΤ ΑΚΟΠΗ ΖΕΩ (4*1.28KG),Box,1.000 ,F141 FRESH BAKED GOODS
F14001016,ΨΩΜΙ ΤΟΣΤ ΧΩΡΙΣ ΓΛΟΥΤΕΝΗ SCHAR (300G),Piece,20.000 ,F141 FRESH BAKED GOODS
F1420323,ΚΟΤΟΠΙΤΑ ΚΤΨ ΠΑΡΑΛΛΗΛΟΓΡΑΜΜΗ ΓΙΑΝΝΙΤΣΗΣ (4*1.650G),Kilogram,13.200 ,F141 FRESH BAKED GOODS
F1420342,ΜΠΟΥΓΑΤΣΑ ΘΕΣΣΑΛΟΝΙΚΗΣ ΚΤΨ ΜΕ ΚΡΕΜΑ ALFA (450G),Piece,22.000 ,F141 FRESH BAKED GOODS
F1420343,ΜΠΟΥΓΑΤΣΑ ΘΕΣΣΑΛΟΝΙΚΗΣ ΚΤΨ ΜΕ ΤΥΡΙ ALFA (450G),Piece,30.000 ,F141 FRESH BAKED GOODS
F1420208,ΠΑΡΑΔΟΣΙΑΚΗ ΠΙΤΑ ΤΕΤΡΑΓΩΝΗ ΜΕ ΣΠΑΝΑΚΙ ΚΑΙ ΤΥΡΙ ΙΩΝΙΚΗ (2050G),Piece,10.000 ,F141 FRESH BAKED GOODS
F14200483,ΠΑΤΣΑΒΟΥΡΟΠΙΤΑ ΚΤΨ ΠΑΡΑΛΛΗΛΟΓΡΑΜΜΗ ΝΑΞΟΥ 4 ΜΕΡΙΔΕΣ ΓΡΑΒΙΕΡΑ/ΦΕΤΑ/ΜΥΖΗΘΡΑ ΡΟΔΟΥΛΑ (7*900G),Box,1.000 ,F141 FRESH BAKED GOODS
F14200484,ΠΑΤΣΑΒΟΥΡΟΠΙΤΑΚΙ ΚΤΨ ΜΥΚΟΝΟΥ ΛΟΥΚΑΝΙΚΟ/ΣΑΛΤΣΑ/ΤΥΡΙ ΡΟΔΟΥΛΑ (150*40G),Box,1.000 ,F141 FRESH BAKED GOODS
F1420173,ΠΙΤΑΚΙΑ ΤΡΙΓΩΝΑ ΜΕ ΣΠΑΝΑΚΙ-ΤΥΡΙ ΚΤΨ ΧΩΡΙΑΤΙΚΗ ΖΥΜΗ (55G),Kilogram,5.000 ,F141 FRESH BAKED GOODS
F1420316,ΤΥΡΟΠΙΤΑ ΜΕΤΣΟΒΟΥ 7TEM/KIB. ALFA (1.6KG),Piece,7.000 ,F141 FRESH BAKED GOODS
F14200603,ΦΥΛΛΑ ΒΗΡΥΤΟΥ ΚΑΝΑΚΗ (450G),Packet,8.000 ,F141 FRESH BAKED GOODS
F1420121,ΦΥΛΛΟ ΚΑΝΤΑΙΦΙ ΚΤΨ ΚΑΝΑΚΗ (450G),Piece,15.000 ,F141 FRESH BAKED GOODS
F1420159,ΦΥΛΛΟ ΣΦΟΛΙΑΤΑΣ ΚΤΨ ΚΑΝΑΚΗ (800G),Piece,11.000 ,F141 FRESH BAKED GOODS
F1500150,FINGER LIMES ΦΡΕΣΚΑ (100G),Packet,2.000 ,F150 FRESH FRUIT
F1500152,ΑΒΟΚΑΝΤΟ ΦΡΕΣΚΟ ΜΑΥΡΟ-ΩΡΙΜΟ ΕΤΟΙΜΟ ΓΙΑ ΚΑΤΑΝΑΛΩΣΗ-ΕΙΣΑΓΩΓΗΣ ΑΕΡΟΠΟΡΙΚΩΣ,Kilogram,19.700 ,F150 FRESH FRUIT
F1500002,ΑΒΟΚΑΝΤΟ ΦΡΕΣΚΟ ΠΡΑΣΙΝΟ ΣΚΛΗΡΟ-ΑΝΩΡΙΜΟ,Kilogram,29.200 ,F150 FRESH FRUIT
F15000166,ΑΚΤΙΝΙΔΙΑ ΦΡΕΣΚΑ GOLD,Kilogram,14.000 ,F150 FRESH FRUIT
F15000167,ΑΚΤΙΝΙΔΙΑ ΦΡΕΣΚΑ ZESPRI,Kilogram,11.500 ,F150 FRESH FRUIT
F1500004,ΑΝΑΝΑΣ ΦΡΕΣΚΟΣ - 80 ΕΩΣ 90% ΧΡΥΣΑΦΙ ΑΠΟΧΡΩΣΕΙΣ ( COLOR 4-5 ),Kilogram,35.600 ,F150 FRESH FRUIT
F1500083,ΑΝΑΝΑΣ ΦΡΕΣΚΟΣ EXTRA - 90 ΕΩΣ 100% ΧΡΥΣΑΦΙ ΑΠΟΧΡΩΣΕΙΣ ( COLOR 5-6 ),Kilogram,50.300 ,F150 FRESH FRUIT
F1500005,ΑΧΛΑΔΙΑ ΦΡΕΣΚΑ ΑΜΠΑΤΕ ΦΕΤΕΛ,Kilogram,18.600 ,F150 FRESH FRUIT
F1500008,ΑΧΛΑΔΙΑ ΦΡΕΣΚΑ ΚΡΥΣΤΑΛΙΑ (70-90MM*110-120G),Kilogram,3.800 ,F150 FRESH FRUIT
F1500009,ΑΧΛΑΔΙΑ ΦΡΕΣΚΑ ΠΑΚΑΜΣ,Kilogram,8.400 ,F150 FRESH FRUIT
F15000205,ΒΑΝΙΛΙΕΣ ΦΡΕΣΚΙΕΣ EXTRA ΔΙΑΜΕΤΡΟ 55-70MM (100-150G),Kilogram,21.900 ,F150 FRESH FRUIT
F1500010,ΒΑΝΙΛΙΕΣ ΦΡΕΣΚΙΕΣ ΔΙΑΜΕΤΡΟ 55-70MM (100-150G),Kilogram,4.600 ,F150 FRESH FRUIT
F1500011,ΒΑΤΟΜΟΥΡΑ ΦΡΕΣΚΑ BLACKBERRIES (125G),Packet,10.000 ,F150 FRESH FRUIT
F1500012,ΒΕΡΥΚΟΚΑ ΦΡΕΣΚΑ,Kilogram,3.500 ,F150 FRESH FRUIT
F1500013,ΒΕΡΥΚΟΚΑ ΦΡΕΣΚΑ EXTRA,Kilogram,29.400 ,F150 FRESH FRUIT
F1500014,ΓΚΡΕΙΠΦΡΟΥΤ ΦΡΕΣΚΟ ΚΙΤΡΙΝΟ,Kilogram,21.600 ,F150 FRESH FRUIT
